product_id,production_date,product_line,shift,operator_id,temperature_celsius,pressure_psi,humidity_percent,material_grade,production_time_minutes,dimension_length_mm,dimension_width_mm,weight_grams,defect_count,quality_score,pass_fail
3228,2024-07-08,Line_A,Evening,124,79.35,157.6,46.04,B,57.37,101.84,51.27,190.99,2,93.48,Pass
3229,2024-10-07,Line_D,Night,139,72.86,138.45,52.86,A,56.84,98.71,48.33,179.42,0,85.61,Pass
3230,2024-03-03,Line_B,Night,106,74.78,134.36,41.69,A,45.51,100.33,49.44,174.35,2,88.35,Pass
3231,2024-09-25,Line_C,Night,120,87.85,137.73,54.42,B,28.61,100.4,49.66,195.5,2,91.54,Pass
3232,2024-09-10,Line_C,Evening,109,82.44,145.07,38.05,C,42.1,97.29,49.63,214.9,0,82.49,Pass
3233,2024-04-24,Line_D,Morning,149,74.1,149.37,38.94,A,47.15,96.77,49.76,197.65,3,70.23,Pass
3234,2024-12-07,Line_B,Evening,121,78.43,152.32,55.93,A,46.07,100.5,49.23,196.94,2,80.93,Pass
3235,2024-09-16,Line_B,Morning,111,82.97,157.05,55.57,B,32.64,99.9,48.55,199.21,0,82.41,Pass
3236,2024-01-02,Line_A,Night,148,77.34,147.56,29.74,B,50.69,100.56,53.19,185.67,3,81.01,Pass
3237,2024-03-07,Line_A,Night,130,69.55,157.29,52.96,C,51.17,97.97,50.27,193.4,0,94.93,Pass
3238,2024-10-12,Line_B,Night,101,76.72,138.06,34.29,B,51.19,101.75,49.68,218.8,1,79.97,Fail
3239,2024-05-11,Line_C,Evening,127,73.86,162.02,53.51,A,39.26,102.42,51.13,222.91,3,82.49,Pass
3240,2024-02-17,Line_A,Evening,148,73.97,153.59,53.3,A,33.41,99.45,47.66,215.66,1,71.85,Pass
3241,2024-02-12,Line_C,Night,149,71.66,129.93,57.61,A,41.09,97.69,50.82,211.55,2,91.51,Pass
3242,2024-04-02,Line_C,Evening,106,69.5,151.08,58.63,A,54.43,98.87,47.8,223.21,2,76.46,Pass
3243,2024-05-20,Line_C,Night,143,72.17,173.17,46.89,A,37.25,100.58,50.54,183.68,2,77.05,Pass
3244,2024-02-16,Line_C,Evening,107,78.82,170.5,43.02,A,38.05,100.9,48.71,240.85,3,87.61,Pass
3245,2024-08-18,Line_D,Night,148,79.97,149.82,44.83,A,36.51,103.9,51.05,169.15,4,99.51,Pass
3246,2024-08-11,Line_D,Evening,122,85.67,155.98,43.99,C,41.64,101.65,53.99,195.13,3,82.3,Pass
3247,2024-10-10,Line_A,Morning,134,72.61,138.89,42.92,A,48.32,99.49,50.23,147.97,3,79.81,Pass
3248,2024-02-06,Line_B,Night,120,71.12,137.22,43.51,C,50.42,101.06,47.76,211.28,4,71.09,Pass
3249,2024-01-28,Line_D,Evening,145,79.46,148.11,54.02,A,34.9,100.66,49.02,182.49,3,93.62,Pass
3250,2024-06-06,Line_B,Evening,145,67.65,145.12,34.64,C,53.1,100.1,50.51,184.1,1,77.84,Pass
3251,2024-08-09,Line_A,Night,115,65.08,151.48,53.64,A,54.22,103.33,51.9,220.57,4,93.07,Pass
3252,2024-01-09,Line_C,Evening,147,79.26,156.29,44.93,A,42.71,98.75,48.33,196.34,4,78.47,Pass
3253,2024-03-10,Line_B,Morning,109,70.43,155.92,33.22,A,33.91,101.2,52.81,209.57,1,70.9,Pass
3254,2024-12-07,Line_D,Morning,118,71.62,160.2,49.76,A,55.05,101.16,50.95,193.01,4,84.95,Pass
3255,2024-03-06,Line_B,Evening,146,78.23,155.07,32.57,A,48.0,103.63,49.98,185.75,4,97.18,Pass
3256,2024-04-04,Line_D,Night,146,75.41,161.28,45.69,B,60.23,95.87,51.3,213.4,1,76.32,Pass
3257,2024-06-29,Line_B,Evening,136,73.7,160.29,61.96,B,33.49,102.43,48.1,202.57,0,74.62,Pass
3258,2024-03-10,Line_D,Evening,146,68.55,148.08,41.41,C,47.33,97.78,48.63,203.21,0,75.54,Pass
3259,2024-08-21,Line_C,Morning,142,72.34,129.53,42.0,C,56.74,96.94,47.94,191.07,0,90.71,Pass
3260,2024-09-17,Line_B,Evening,130,72.57,137.79,51.29,B,48.72,98.1,53.36,197.55,1,81.02,Pass
3261,2024-01-20,Line_A,Night,111,73.01,155.89,50.08,C,27.52,97.04,50.02,191.04,2,77.68,Pass
3262,2024-12-23,Line_B,Morning,133,78.07,151.67,50.08,A,28.29,102.37,50.27,211.39,3,80.13,Fail
3263,2024-12-23,Line_D,Evening,146,76.67,170.43,41.36,A,59.38,103.23,51.7,200.47,4,79.27,Pass
3264,2024-07-04,Line_B,Night,140,73.97,134.24,48.8,A,40.08,98.59,47.86,209.34,1,86.31,Pass
3265,2024-10-31,Line_A,Morning,106,75.69,158.92,40.45,A,48.82,99.58,48.78,195.23,3,74.0,Pass
3266,2024-03-04,Line_C,Night,143,83.99,149.83,48.73,B,34.6,102.26,50.53,226.87,1,85.26,Pass
3267,2024-06-26,Line_B,Night,146,76.87,141.95,43.96,C,40.45,103.34,52.53,199.02,4,79.35,Pass
3268,2024-08-22,Line_C,Night,139,82.31,167.7,51.11,A,52.63,100.3,51.33,205.32,2,97.98,Pass
3269,2024-12-18,Line_C,Evening,122,72.21,139.06,52.23,A,47.26,99.12,50.53,208.72,1,82.65,Pass
3270,2024-09-06,Line_C,Morning,139,74.04,153.4,48.48,A,41.4,97.16,50.39,187.46,3,73.0,Pass
3271,2024-10-21,Line_D,Evening,119,73.41,162.49,38.85,A,51.39,97.6,51.69,194.81,3,98.01,Pass
3272,2024-02-09,Line_B,Morning,122,76.98,141.64,32.94,A,44.55,103.26,48.55,208.52,4,98.13,Pass
3273,2024-10-13,Line_B,Night,131,77.44,131.65,35.94,A,53.01,97.62,50.45,176.93,0,75.26,Pass
3274,2024-09-15,Line_A,Night,142,77.77,156.16,37.21,A,41.56,100.78,50.7,206.44,4,94.49,Fail
3275,2024-08-27,Line_C,Evening,125,63.32,161.39,68.93,C,47.36,99.52,49.6,178.93,4,95.86,Pass
3276,2024-03-12,Line_D,Night,141,70.57,144.94,50.27,A,60.99,99.31,49.8,177.64,0,80.67,Pass
3277,2024-01-30,Line_D,Night,150,76.31,134.23,46.81,A,46.26,96.9,47.58,183.49,2,74.79,Pass
3278,2024-12-16,Line_A,Night,149,84.34,152.47,40.58,C,50.54,99.56,49.17,207.02,1,93.95,Pass
3279,2024-01-29,Line_B,Morning,130,72.48,147.06,52.5,B,31.02,103.26,46.45,239.73,3,70.85,Pass
3280,2024-11-07,Line_B,Morning,145,86.15,131.38,43.46,B,46.17,99.98,51.01,180.92,1,88.58,Pass
3281,2024-03-27,Line_D,Evening,104,68.34,155.8,47.74,C,46.64,101.13,50.19,201.01,1,80.26,Pass
3282,2024-04-17,Line_D,Morning,126,76.22,142.86,49.79,A,35.3,97.06,49.8,214.78,3,87.88,Pass
3283,2024-11-14,Line_A,Night,107,74.2,156.12,48.33,A,42.83,99.77,50.39,207.69,0,93.67,Pass
3284,2024-01-30,Line_D,Night,140,72.53,173.0,45.55,A,42.68,99.63,50.45,189.81,3,94.86,Pass
3285,2024-11-04,Line_D,Night,148,79.51,149.68,36.88,B,36.12,99.76,49.48,210.31,0,99.95,Fail
3286,2024-02-15,Line_A,Evening,112,74.62,150.84,45.48,A,40.94,100.86,47.91,192.28,0,89.21,Pass
3287,2024-12-24,Line_C,Night,101,67.47,151.2,53.69,A,61.9,100.49,50.75,197.92,4,76.7,Pass
3288,2024-05-16,Line_D,Night,106,65.2,148.98,51.03,C,45.18,98.03,48.51,186.65,2,78.28,Pass
3289,2024-09-19,Line_B,Evening,101,69.69,138.35,47.54,A,47.5,98.54,50.53,216.21,4,83.08,Pass
3290,2024-03-03,Line_C,Morning,108,78.16,153.09,51.52,A,60.09,100.0,51.97,204.42,2,95.45,Fail
3291,2024-02-13,Line_D,Morning,144,73.99,144.35,35.42,A,25.09,104.24,52.66,195.62,0,81.01,Pass
3292,2024-09-07,Line_C,Morning,148,80.18,145.52,43.72,A,62.23,98.5,50.57,204.94,4,90.65,Pass
3293,2024-11-30,Line_D,Evening,133,74.26,142.65,44.67,A,50.97,99.07,49.54,201.37,1,71.35,Pass
3294,2024-07-25,Line_B,Evening,104,76.39,154.55,36.43,A,35.15,99.34,49.29,204.63,3,82.9,Pass
3295,2024-02-28,Line_D,Night,150,82.55,142.18,49.12,C,35.08,100.66,50.51,211.59,3,75.01,Pass
3296,2024-07-24,Line_B,Night,140,74.07,153.82,50.46,A,51.38,101.93,47.09,204.73,3,98.15,Pass
3297,2024-11-26,Line_D,Evening,106,84.8,154.94,46.31,A,51.2,100.78,48.79,187.7,2,93.74,Pass
3298,2024-03-24,Line_D,Evening,145,78.4,150.63,46.61,A,48.48,97.93,48.86,173.94,3,74.16,Pass
3299,2024-01-13,Line_C,Night,103,70.29,135.92,40.24,A,37.42,101.26,50.62,211.4,2,82.06,Pass
3300,2024-08-24,Line_A,Night,115,68.97,143.96,40.32,A,46.88,103.03,49.92,191.58,2,72.42,Pass
3301,2024-06-06,Line_B,Night,106,67.8,149.14,34.1,A,39.84,100.09,50.23,216.76,2,92.4,Fail
3302,2024-04-13,Line_C,Morning,106,75.18,136.83,43.52,C,42.81,99.48,49.81,177.95,1,75.74,Pass
3303,2024-12-24,Line_A,Morning,137,66.85,153.13,40.23,A,37.11,103.5,49.67,186.13,0,94.13,Pass
3304,2024-12-05,Line_C,Night,127,83.85,164.36,38.58,C,39.58,97.38,50.46,198.15,1,72.22,Pass
3305,2024-12-30,Line_B,Evening,142,86.19,155.05,45.44,C,28.17,100.27,51.05,201.63,0,87.19,Pass
3306,2024-02-12,Line_A,Morning,141,66.99,137.65,42.03,B,57.03,100.7,51.6,214.24,1,88.25,Pass
3307,2024-06-27,Line_A,Night,146,76.26,174.28,33.74,C,38.25,100.59,49.96,215.7,2,80.03,Pass
3308,2024-12-23,Line_A,Morning,105,65.19,144.77,40.57,C,55.97,101.28,51.58,199.25,0,74.93,Pass
3309,2024-09-20,Line_B,Evening,139,78.55,152.52,43.94,B,41.36,97.65,52.39,211.3,3,79.71,Pass
3310,2024-08-30,Line_B,Evening,117,79.72,143.2,36.22,B,40.24,99.46,49.09,172.37,1,84.87,Pass
3311,2024-02-06,Line_C,Evening,123,74.99,152.1,47.81,C,28.3,99.24,51.19,195.02,0,99.07,Pass
3312,2024-12-27,Line_D,Night,117,76.5,163.8,45.61,C,60.24,97.76,49.15,212.11,3,83.41,Pass
3313,2024-12-18,Line_D,Night,141,71.7,139.29,38.0,A,53.4,97.11,51.84,201.07,4,75.68,Pass
3314,2024-12-11,Line_D,Morning,123,75.22,145.31,51.24,A,37.43,102.53,50.28,221.84,2,70.78,Pass
3315,2024-12-29,Line_D,Night,139,78.57,151.66,56.1,B,52.36,100.32,49.41,185.93,1,70.25,Pass
3316,2024-09-06,Line_C,Night,133,74.06,132.74,44.43,B,53.57,98.12,48.64,213.39,1,82.5,Pass
3317,2024-04-29,Line_B,Night,102,81.12,158.23,43.31,A,46.63,98.12,49.14,192.69,4,78.89,Fail
3318,2024-07-10,Line_C,Morning,110,71.56,142.76,42.45,B,46.39,99.93,49.77,207.42,0,73.45,Pass
3319,2024-10-21,Line_A,Night,119,73.41,150.49,40.8,A,44.9,101.82,51.69,186.99,1,75.17,Pass
3320,2024-03-02,Line_B,Evening,140,64.68,138.97,37.51,B,38.74,98.24,49.55,202.17,1,80.5,Pass
3321,2024-07-28,Line_B,Night,109,86.61,138.59,45.92,A,41.78,101.12,49.32,213.12,1,90.6,Pass
3322,2024-10-21,Line_D,Night,115,65.05,149.87,38.91,B,37.27,102.89,52.66,211.64,1,88.29,Pass
3323,2024-02-21,Line_C,Evening,143,80.57,165.58,24.2,B,53.27,101.09,49.4,201.81,4,72.4,Pass
3324,2024-07-28,Line_D,Morning,124,77.13,140.44,61.25,A,58.28,98.39,48.26,212.3,2,74.29,Pass
3325,2024-11-08,Line_B,Night,112,74.97,159.14,58.58,A,47.9,99.78,47.95,209.65,1,97.25,Pass
3326,2024-10-05,Line_D,Night,122,70.55,163.1,45.89,B,40.81,99.4,48.89,195.5,4,72.13,Pass
3327,2024-07-20,Line_A,Night,118,72.69,159.77,34.6,A,41.43,99.05,50.0,202.83,3,75.97,Pass
3328,2024-05-18,Line_B,Night,102,73.04,148.29,63.39,B,47.84,99.96,50.04,213.24,1,79.54,Pass
3329,2024-12-05,Line_A,Evening,115,72.38,152.37,49.16,C,49.47,98.96,49.07,227.94,0,76.9,Pass
3330,2024-01-19,Line_B,Night,142,64.37,165.29,42.07,A,46.16,98.12,47.68,208.3,4,78.73,Pass
3331,2024-11-16,Line_D,Morning,139,77.91,159.5,57.1,A,39.24,100.93,48.67,182.72,0,91.83,Pass
3332,2024-04-04,Line_B,Evening,109,78.27,150.21,37.04,A,54.38,101.88,48.02,206.03,2,72.85,Fail
3333,2024-05-09,Line_B,Evening,122,73.26,138.27,28.39,B,46.01,102.06,45.5,227.67,3,80.57,Pass
3334,2024-04-14,Line_C,Morning,117,74.78,168.36,39.77,A,48.69,97.95,46.53,190.27,0,88.35,Pass
3335,2024-07-15,Line_C,Night,114,77.89,151.18,50.76,A,28.16,102.02,50.44,180.36,1,71.47,Pass
3336,2024-09-16,Line_A,Night,131,68.09,144.54,63.23,A,43.26,103.19,49.54,207.6,4,71.33,Pass
3337,2024-02-08,Line_C,Night,141,66.91,155.27,39.3,B,50.68,97.9,50.88,200.91,3,84.96,Pass
3338,2024-10-31,Line_B,Morning,107,75.05,128.94,35.68,B,35.12,98.21,48.99,201.31,4,96.99,Pass
3339,2024-05-10,Line_C,Evening,147,73.36,156.94,45.26,C,31.02,97.48,49.09,197.01,3,83.34,Pass
3340,2024-06-02,Line_D,Night,135,72.87,156.09,44.91,B,54.05,97.8,48.71,191.73,0,82.2,Pass
3341,2024-02-10,Line_C,Morning,134,78.02,153.51,60.07,A,46.01,102.86,48.66,189.34,2,70.3,Fail
3342,2024-11-16,Line_A,Morning,103,73.02,159.39,47.03,A,46.61,98.19,48.86,204.36,4,91.98,Pass
3343,2024-05-01,Line_B,Night,102,77.21,152.81,61.9,C,48.22,101.43,52.6,210.74,1,74.92,Pass
3344,2024-08-31,Line_D,Morning,145,83.87,155.99,56.01,B,47.07,96.91,49.83,194.69,4,90.95,Pass
3345,2024-09-01,Line_D,Night,127,85.5,156.82,52.39,B,21.18,97.27,48.81,219.66,2,80.46,Pass
3346,2024-05-23,Line_A,Night,145,79.33,160.43,33.29,A,41.75,98.4,51.44,200.64,0,71.35,Pass
3347,2024-07-04,Line_C,Night,102,63.09,146.72,41.85,A,43.85,101.16,49.96,211.5,1,79.84,Pass
3348,2024-02-04,Line_B,Evening,141,78.16,154.4,47.05,B,46.29,99.6,51.62,193.62,1,89.79,Pass
3349,2024-07-29,Line_A,Morning,105,82.77,145.39,24.05,C,45.21,99.86,50.75,202.23,0,93.05,Pass
3350,2024-02-02,Line_D,Evening,121,76.33,153.13,39.67,A,41.56,98.43,50.21,205.28,4,89.07,Pass
3351,2024-06-07,Line_D,Night,107,71.67,149.81,42.42,B,52.05,98.91,50.45,198.43,1,91.33,Fail
3352,2024-11-12,Line_D,Morning,125,72.95,140.99,38.73,A,42.72,97.71,50.57,182.54,4,77.08,Pass
3353,2024-12-29,Line_A,Night,145,81.15,155.64,61.91,C,46.48,101.37,48.09,219.07,4,98.96,Pass
3354,2024-07-10,Line_D,Morning,101,72.34,132.22,48.97,C,57.77,100.69,50.18,197.95,0,76.81,Pass
3355,2024-06-11,Line_B,Night,109,70.24,139.04,43.35,A,33.49,99.4,50.42,169.83,2,75.1,Pass
3356,2024-09-08,Line_D,Morning,102,71.73,157.13,30.29,A,26.87,99.33,50.61,192.9,2,77.49,Pass
3357,2024-02-08,Line_A,Night,103,75.29,143.34,40.76,A,47.74,100.54,49.27,223.88,4,99.16,Pass
3358,2024-05-10,Line_A,Night,144,73.89,155.31,57.76,A,49.7,101.9,51.81,218.08,0,71.95,Pass
3359,2024-04-05,Line_D,Evening,137,66.95,172.96,40.13,B,62.42,98.72,50.34,204.13,2,93.2,Pass
3360,2024-05-20,Line_A,Evening,144,72.86,129.12,41.82,B,45.26,101.35,49.38,212.71,4,73.16,Pass
3361,2024-09-26,Line_C,Morning,104,84.48,152.91,34.59,A,43.59,98.72,50.61,221.22,1,93.2,Fail
3362,2024-06-17,Line_A,Morning,121,75.93,168.48,46.33,A,40.79,99.54,51.56,201.71,1,78.31,Pass
3363,2024-10-01,Line_C,Evening,126,78.06,152.5,47.56,B,53.68,99.61,48.91,215.91,3,91.8,Pass
3364,2024-12-30,Line_A,Night,144,67.9,150.07,46.48,C,49.07,102.23,48.71,188.08,3,71.47,Pass
3365,2024-04-08,Line_A,Night,137,78.32,145.99,35.58,A,51.57,99.03,51.23,184.02,3,80.04,Pass
3366,2024-03-01,Line_A,Morning,114,82.53,142.06,49.09,B,47.21,95.88,51.45,200.26,2,83.94,Pass
3367,2024-11-18,Line_D,Morning,146,76.59,129.32,41.71,A,51.86,98.06,49.84,211.1,1,70.62,Pass
3368,2024-08-04,Line_A,Night,110,68.97,145.24,46.9,A,56.23,103.89,49.72,218.9,1,75.43,Pass
3369,2024-03-17,Line_B,Evening,126,78.2,150.59,51.32,A,49.77,96.69,51.33,198.53,2,75.06,Pass
3370,2024-07-26,Line_D,Morning,110,79.06,151.52,48.36,A,40.68,96.24,48.8,187.6,1,84.44,Pass
3371,2024-12-13,Line_C,Night,137,71.5,159.29,50.23,A,37.27,101.62,46.42,232.42,1,74.0,Pass
3372,2024-02-14,Line_B,Morning,118,80.34,158.75,50.52,A,46.24,101.38,50.17,197.15,4,99.32,Pass
3373,2024-12-12,Line_B,Evening,127,77.26,152.2,51.99,A,57.11,99.27,50.17,184.93,1,96.61,Fail
3374,2024-07-20,Line_B,Morning,117,65.04,153.28,52.8,A,46.65,101.06,51.4,208.69,4,76.73,Pass
3375,2024-07-28,Line_B,Night,110,72.06,149.42,54.61,A,31.72,99.12,51.2,250.62,3,77.03,Pass
3376,2024-11-23,Line_A,Evening,111,73.32,142.45,48.48,A,59.22,98.05,52.5,201.4,0,98.42,Pass
3377,2024-05-14,Line_A,Night,147,74.71,159.37,51.73,B,48.69,103.4,50.4,201.16,4,78.99,Pass
3378,2024-01-22,Line_B,Evening,124,74.98,148.39,46.37,B,44.28,98.66,53.32,211.33,1,82.7,Pass
3379,2024-12-23,Line_D,Night,119,78.95,152.65,50.5,C,43.66,97.3,51.76,214.06,3,91.04,Pass
3380,2024-02-29,Line_B,Morning,144,79.12,175.85,41.34,A,26.56,96.63,50.17,182.4,0,80.32,Pass
3381,2024-10-24,Line_C,Evening,116,83.08,159.12,30.91,C,38.37,102.62,51.6,222.36,0,97.07,Pass
3382,2024-02-28,Line_B,Evening,123,76.69,147.95,56.61,A,38.24,100.34,48.66,198.21,3,87.67,Pass
3383,2024-08-18,Line_A,Evening,112,82.38,134.77,46.55,A,50.0,101.68,49.58,201.0,3,87.02,Fail
3384,2024-10-11,Line_C,Morning,119,79.66,161.1,46.36,C,43.31,103.72,49.78,183.04,0,86.63,Pass
3385,2024-07-01,Line_D,Evening,125,81.13,120.77,52.19,B,53.73,98.98,49.72,195.13,0,73.36,Pass
3386,2024-04-10,Line_B,Morning,103,82.98,145.78,39.69,A,27.74,104.24,51.28,221.37,1,93.71,Pass
3387,2024-04-23,Line_C,Morning,113,73.31,131.19,44.15,C,63.07,99.76,51.65,217.2,4,87.16,Pass
3388,2024-02-11,Line_B,Evening,121,74.6,145.12,40.33,B,54.94,100.15,51.18,206.88,4,71.61,Pass
3389,2024-01-29,Line_D,Night,122,64.5,145.0,43.5,C,48.43,102.8,49.06,162.93,0,95.51,Pass
3390,2024-10-03,Line_D,Evening,147,80.53,151.49,41.87,A,42.23,100.08,51.02,189.24,0,91.88,Pass
3391,2024-04-06,Line_C,Night,129,80.12,147.93,40.57,C,51.31,101.67,51.82,206.54,2,78.67,Pass
3392,2024-07-09,Line_D,Night,149,75.72,159.47,48.1,B,45.71,99.04,51.09,193.57,0,78.58,Pass
3393,2024-11-14,Line_C,Evening,143,78.98,156.4,30.11,B,43.41,100.8,47.88,209.84,4,85.14,Fail
3394,2024-02-07,Line_D,Evening,125,80.34,158.39,55.54,A,50.98,102.8,48.55,211.97,1,70.22,Pass
3395,2024-07-25,Line_A,Night,123,75.1,135.89,39.31,A,51.95,101.2,50.84,221.09,2,94.29,Fail
3396,2024-07-12,Line_C,Evening,112,77.15,148.68,48.89,A,47.84,99.18,51.75,172.95,4,98.26,Pass
3397,2024-05-19,Line_B,Evening,149,74.93,156.27,49.34,B,41.18,100.16,48.53,194.47,1,83.4,Pass
3398,2024-10-15,Line_C,Morning,123,74.5,150.87,42.62,B,44.03,99.19,49.99,188.48,2,86.1,Fail
3399,2024-09-13,Line_D,Night,105,71.6,144.14,48.47,A,34.23,99.84,50.07,191.53,2,94.29,Pass
3400,2024-08-12,Line_D,Morning,129,67.98,142.45,36.34,B,33.78,103.01,48.49,198.8,2,78.33,Pass
3401,2024-01-28,Line_D,Evening,105,68.58,168.51,40.62,B,40.19,100.27,50.42,203.68,2,84.75,Pass
3402,2024-07-08,Line_B,Evening,139,74.64,154.71,43.06,B,52.76,101.72,50.59,209.85,2,73.33,Pass
3403,2024-09-01,Line_B,Morning,135,69.4,128.94,48.64,A,45.94,101.0,50.26,188.41,2,91.06,Pass
3404,2024-11-29,Line_D,Morning,135,70.28,137.49,42.28,A,52.63,102.6,51.5,195.17,3,93.79,Pass
3405,2024-11-10,Line_A,Evening,117,70.91,129.04,43.7,B,55.33,97.91,49.94,201.89,1,72.01,Pass
3406,2024-02-18,Line_C,Night,130,73.59,136.09,51.63,C,47.9,100.41,51.06,201.06,4,96.47,Pass
3407,2024-10-27,Line_D,Morning,102,80.65,138.23,48.17,B,36.71,103.71,50.64,191.46,0,81.24,Fail
3408,2024-07-22,Line_A,Night,115,64.32,162.18,63.7,C,51.5,98.69,50.99,190.75,4,97.67,Pass
3409,2024-04-24,Line_B,Evening,123,75.24,155.33,37.76,A,35.92,104.38,49.3,197.09,3,97.01,Pass
3410,2024-01-20,Line_D,Night,142,70.38,141.5,34.72,A,40.72,98.31,50.81,177.83,3,93.73,Pass
3411,2024-03-25,Line_C,Night,126,74.77,142.07,60.29,A,55.85,99.45,51.75,180.53,2,94.9,Pass
3412,2024-09-09,Line_C,Evening,111,71.89,143.94,47.1,B,44.96,101.62,51.41,197.25,3,78.68,Pass
3413,2024-02-21,Line_B,Evening,124,74.07,141.05,55.66,A,48.69,100.3,51.85,201.12,4,81.02,Pass
3414,2024-05-27,Line_D,Evening,109,67.28,147.17,36.96,A,28.67,95.96,50.29,217.59,3,77.2,Pass
3415,2024-07-04,Line_D,Night,114,77.05,141.66,41.1,A,42.46,100.82,52.4,175.95,4,80.64,Pass
3416,2024-06-21,Line_D,Morning,124,75.31,147.58,46.07,A,47.26,100.27,49.57,206.6,2,86.86,Fail
3417,2024-12-18,Line_A,Evening,107,75.77,136.86,45.0,A,45.76,98.92,49.62,221.12,2,95.92,Pass
3418,2024-04-23,Line_A,Evening,110,79.84,149.33,44.39,C,51.3,99.5,52.63,204.27,3,86.42,Pass
3419,2024-01-02,Line_D,Morning,133,67.95,152.21,32.33,B,39.93,95.88,50.7,189.85,0,90.9,Pass
3420,2024-02-03,Line_C,Evening,133,69.55,139.67,44.08,C,54.18,98.9,51.37,194.88,2,74.07,Pass
3421,2024-10-08,Line_A,Evening,146,83.3,142.89,47.73,A,41.3,101.46,47.43,227.25,1,98.19,Pass
3422,2024-06-09,Line_C,Morning,127,77.72,148.11,42.3,A,45.18,100.35,50.55,216.86,1,87.5,Pass
3423,2024-06-18,Line_A,Night,108,65.38,158.66,52.84,C,37.1,102.02,50.42,190.35,2,93.27,Pass
3424,2024-04-03,Line_B,Night,114,74.1,161.38,52.87,C,49.43,103.72,50.87,188.58,3,99.96,Pass
3425,2024-09-04,Line_B,Night,107,80.33,148.98,46.75,C,38.93,98.35,50.84,206.08,2,95.79,Pass
3426,2024-11-16,Line_B,Evening,118,85.42,152.84,39.19,B,47.11,98.22,49.5,206.82,3,85.13,Pass
3427,2024-01-08,Line_C,Morning,126,82.79,148.54,47.86,A,51.52,101.9,53.68,221.19,4,96.04,Pass
3428,2024-11-16,Line_C,Night,141,72.72,162.18,48.98,B,52.39,99.69,48.82,196.9,0,89.77,Pass
3429,2024-04-19,Line_D,Morning,115,74.37,166.67,45.79,B,65.95,99.64,49.65,177.53,0,91.9,Pass
3430,2024-02-01,Line_D,Night,133,65.92,158.12,39.03,C,45.06,105.41,51.41,195.89,4,89.12,Pass
3431,2024-02-20,Line_B,Night,111,75.52,154.36,51.76,A,42.53,102.5,48.49,192.78,4,78.63,Fail
3432,2024-06-16,Line_B,Evening,119,76.02,154.42,48.43,A,39.97,100.32,49.93,159.33,4,80.03,Pass
3433,2024-03-06,Line_A,Night,142,79.54,151.33,41.81,A,49.92,101.02,51.18,195.87,0,86.75,Pass
3434,2024-01-31,Line_B,Night,118,63.99,142.38,46.24,A,43.98,100.43,49.32,214.38,2,96.22,Pass
3435,2024-11-19,Line_B,Morning,122,70.38,144.68,37.62,B,38.25,97.37,49.0,211.23,1,83.58,Pass
3436,2024-01-12,Line_B,Evening,136,73.87,152.52,29.9,C,37.99,100.71,50.67,195.13,3,86.22,Pass
3437,2024-10-13,Line_C,Evening,118,79.38,144.92,32.78,A,55.05,99.72,50.27,193.61,1,81.07,Pass
3438,2024-01-23,Line_C,Night,118,72.99,136.46,47.1,A,52.05,98.69,49.09,192.2,3,70.54,Pass
3439,2024-06-09,Line_B,Evening,122,86.79,147.99,42.61,A,55.58,99.24,50.24,191.88,0,89.31,Fail
3440,2024-09-20,Line_A,Morning,125,69.6,133.92,48.36,B,33.59,97.5,50.0,212.08,2,86.98,Pass
3441,2024-07-08,Line_A,Evening,144,72.54,169.03,51.65,B,42.14,96.92,51.5,220.33,1,99.35,Pass
3442,2024-08-28,Line_D,Night,131,69.55,144.34,47.78,B,37.68,98.61,48.58,211.3,4,85.24,Pass
3443,2024-03-20,Line_B,Evening,109,73.97,149.72,39.85,A,46.07,98.33,48.77,189.11,4,86.05,Pass
3444,2024-09-27,Line_C,Evening,150,77.37,161.93,48.29,C,38.68,103.84,49.65,187.76,4,78.47,Pass
3445,2024-04-13,Line_B,Night,138,75.91,174.64,41.9,A,56.18,102.81,49.62,221.92,1,72.99,Pass
3446,2024-03-18,Line_A,Evening,119,70.68,148.07,42.42,A,42.14,99.09,51.44,201.22,2,91.23,Pass
3447,2024-01-12,Line_C,Evening,125,81.11,142.05,53.4,C,59.85,101.06,50.25,188.99,2,94.25,Pass
3448,2024-10-09,Line_C,Night,115,81.91,156.45,49.56,C,51.9,99.99,51.0,201.38,4,96.09,Fail
3449,2024-04-20,Line_C,Night,105,71.5,149.59,41.66,C,52.24,98.94,52.17,179.92,1,82.13,Fail
3450,2024-09-16,Line_D,Morning,111,90.44,148.61,38.46,A,58.82,98.12,48.8,182.32,4,91.11,Pass
3451,2024-11-05,Line_B,Night,113,69.47,151.92,56.09,C,45.55,99.36,52.18,190.82,3,77.88,Pass
3452,2024-12-16,Line_B,Night,134,75.2,154.4,44.65,A,51.74,99.03,50.05,213.43,3,77.58,Pass
3453,2024-07-14,Line_B,Evening,108,75.2,170.22,35.84,A,47.52,99.69,46.56,195.7,1,99.87,Pass
3454,2024-12-05,Line_A,Night,125,69.38,136.61,41.47,C,38.69,104.11,50.36,210.45,3,95.48,Pass
3455,2024-07-02,Line_C,Evening,127,76.0,169.33,30.99,A,39.95,99.81,47.93,202.7,0,77.69,Pass
3456,2024-05-25,Line_C,Night,111,74.4,147.82,24.1,C,43.39,97.51,48.03,179.33,0,83.0,Pass
